,Ｎo．,番号,タイトル,相手先会社名,相手先所属,相手先担当者,送信元会社名,送信元担当者,送信元電話,送信元FAX,合計枚数,検討,電話待,FAX待,予備,予備メモ,メモ,年号,年,月,日,相手先ＦＡＸ番号,ＭＩＣ,役職,作業者名１,作業者名２,作業者名３,作業者名４,作業者名５,作業者名６,作業者名７,作業者名８,作業者名９,作業者名１０,作業者名１１,作業者名１２,作業者名１３,作業車１,作業車２,作業車３,住所１,住所２,郵便番号
203,2883,,振込先銀行口座,杉本電機産業(株),港北営業所,飯島,,茂木,,,1,,,,,,お世話になっております。,平成,28,3,30,045-929-5312,,所長,,,,,,,,,,,,,,,,,神奈川県横浜市都筑区池辺町3900,,224-0053
204,2884,,3月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,2,,,,,,いつもお世話になります。,平成,28,3,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
205,2886,,入荷部材確認,パナソニックエコソリューションズ電路㈱,盤生産管理部　生産管理課,松原,,茂木,,,2,,,,,,お世話になっております。,平成,28,3,31,0561-54-7620,,（武）,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３番地,,488-8520
206,2888,,件名「YAMATOMURA(ﾔﾏﾄﾑﾗ)新築工事」　御見積書,株式会社　タカノスマイル,江東営業所,伊藤　様,,松藤,,,1,,,,,,御世話になっております。,平成,28,4,1,03-5600-1177,,,,,,,,,,,,,,,,,,,,,
207,2889,,件名「白鳥三笠ビル」,海光電業(株),第四営業部二課,大村,,松藤,,,1,,,,,,いつも御世話になっております。,平成,28,4,5,03-6417-4582,,,,,,,,,,,,,,,,,,,東京都品川区西五反田7-22-17,TOCビル6階,141-0031
208,2890,,マルチＮ基盤の件,パナソニックＥＳ電路㈱,盤生産管理部　生産管理課,山口,,木村,,,3,,,□,,,いつもお世話になっております。,平成,28,4,5,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田1123,,488-0012
209,2891,,文京区立真砂中央図書館改修電気設備工事,田中商事株式会社,王子営業所,斉藤,,山下,,,2,■,,,,,お世話になっております。零電社　山下です。,平成,28,4,25,03-5959-3245,,,,,,,,,,,,,,,,,,,,,
210,2892,,4月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,2,,,,,,いつもお世話になります。,平成,28,4,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
211,2893,,実務経験証明書,千葉県電気工事工業組合,,ご担当者,,壁谷,,,2,,,,,,お世話になります。,平成,28,5,27,043-224-6087,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
212,2894,,5月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,3,,,,,,いつもお世話になります。,平成,28,5,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
213,2896,,件名「西長沢浄水場」,杉本電機産業（株）,,足立,,壁谷,,,2,■,,,,,御世話になっております。零電社　壁谷です。,平成,28,6,6,044-211-4733,,,,,,,,,,,,,,,,,,,東京都品川区西五反田7-22-17,TOCビル6階,141-0031
214,2897,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,2,,,,,,毎度お世話になっております。,平成,28,6,14,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
215,2898,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,1,,,,,,毎度お世話になっております。,平成,28,6,23,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
216,2899,,7月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,5,,,,,,いつもお世話になります。,平成,28,7,29,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
217,2900,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,1,,,,,,毎度お世話になっております。,平成,28,7,4,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
218,2901,,見積依頼,パナソニック電路㈱,,山口,,牧内,,,1,,,,,,お世話になっております。,平成,28,7,8,0561-54-7620,,,,,,,,,,,,,,,,,,,,,
219,2902,,見積依頼,パナソニックエコソリューションズ電路㈱,電設盤特機受注センター,柴田,,牧内,,,1,,,,,,いつもお世話になっております。,平成,28,7,8,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
220,2903,,八丁堀センタービル５Ｆ～８Ｆテナント入居工事,佐藤電設工業株式会社,電気工事部,木寺,,松藤,,,1,,,,,,御世話になります。,平成,28,8,2,03-3909-3737,,部長,,,,,,,,,,,,,,,,,,,
221,2904,,,堀 鋲螺株式会社,,ご担当者,,茂木,,,1,,,,,,お世話になっております。,平成,28,8,3,06-6745-6100,,,,,,,,,,,,,,,,,,,,,
222,2905,,,パナソニックエコソリューションズ電路㈱,電設盤特機受注センター,柴田,,茂木,,,1,,,,,,お世話になっております。,平成,28,8,3,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
223,2906,,,パナソニックエコソリューションズ電路㈱,電設盤特機受注センター,柴田,,茂木,,,1,,,,,,お世話になっております。,平成,28,8,3,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
224,2907,,部材の納期,パナソニックエコソリューションズ電路㈱,電設盤特機受注センター,柴田,,茂木,,,2,,,,,,いつもお世話になっております。,平成,28,8,9,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
225,2908,,合計請求明細書,神田電業（株）,,経理ご担当者,,茂木,,,2,,,,,,お世話になっております。,平成,28,8,25,03-3256-2966,,,,,,,,,,,,,,,,,,,東京都千代田区鍛冶町2-4-7　3Kﾋﾞﾙ2Ｆ,,101-0044
226,2909,,8月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,4,,,,,,いつもお世話になります。,平成,28,8,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
227,2911,,8月度　合計請求明細書,新和照明（株）,商品業務課,高橋,,茂木,,,2,,,,,,お世話になっております。,平成,28,9,1,03-3842-3774,,,,,,,,,,,,,,,,,,,東京都台東区東上野6-7-13,,110-0015
228,2912,,照明制御資料の件,,,,,壁谷,,,1,,,,,,お世話になっております。零電社　壁谷と申します。,平成,28,9,5,03-3313-2509,,,,,,,,,,,,,,,,,,,東京都台東区東上野6-7-13,,110-0015
229,2913,,【作業員名簿】日本通運㈱本社ビル　5階事務所化工事,,㈱九電工,金﨑副長,,茂木,,,2,,,,,,お世話になっております。,平成,28,9,7,03-3573-1635,,,,,,,,,,,,,,,,,,,,,
230,2914,,,パナソニックエコソリューションズ電路㈱,電設盤特機受注センター,柴田,,井上,,,2,,,,,1課　晴海ﾄﾘﾄﾝｽｸｴｱ,いつもお世話になっております。,平成,28,9,21,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
231,2915,,ET200-3の形式,共立継器㈱,,河合,,井上,,,2,,,,,1課　晴海ﾄﾘﾄﾝｽｸｴｱ,いつもお世話になっております。,平成,28,9,21,0568-82-4276,,,,,,,,,,,,,,,,,,,,,
232,2916,,湘南カントリークラブ不具合調査の件,杉本電気産業株式会社　茅ヶ崎営業所,,コジマ所長,,山下,,,2,,,,,,いつも御世話になっております。,平成,28,9,21,0467-58-2611,,,,,,,,,,,,,,,,,,,,,
233,2917,,ＷＲＴ4740×8台　発送先,パナソニックエコソリューションズ電路㈱,盤生産管理部　標準生産管理課,柴田,,茂木,,,2,,,,,,お世話になっております。,平成,28,9,29,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
234,2918,,9月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,4,,,,,,いつもお世話になります。,平成,28,9,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
235,2919,,金額教えて下さい。,パナソニックエコソリューションズ電路㈱,盤生産管理部　標準生産管理課,山口,,井上,,,2,,,,,1課　晴海ﾄﾘﾄﾝｽｸｴｱ　Ｘ棟,いつもお世話になっております。,平成,28,10,3,0561-54-7620,,,,,,,,,,,,,,,,,,,,,
236,2920,,ＲＤ１００－１２　圧着端子,株式会社 タカノスマイル,松戸営業所,石井,,井上,,,3,,,,,,　千葉市稲毛区小仲台１－６,平成,28,10,5,047-364-2132,,,,,,,,,,,,,,,,,,,,,
237,2921,,,(株)扇港電機,関東電材営業部,平田,,茂木,,,3,,,,,,お世話になっております。,平成,28,10,17,043-257-4530,,課長,,,,,,,,,,,,,,,,,千葉県千葉市花見川区作新台4-13-12,,262-0045
238,2922,,新しい運賃着払票20枚ほど頂きたいです。,西濃運輸㈱,松戸支店,ご担当者,,井上,,,2,,,,,,いつもお世話になっております。,平成,28,10,25,047-366-1998,,,,,,,,,,,,,,,,,,,千葉県千葉市花見川区作新台4-13-12,,262-0045
239,2923,,件名「白鳥橋三笠ビル」,海光電業(株),第四営業部二課,大村,,山下,,,2,■,,,,,いつも御世話になっております。,平成,28,4,5,03-6417-4582,,,,,,,,,,,,,,,,,,,東京都品川区西五反田7-22-17,TOCビル6階,141-0031
240,2924,,10月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,4,,,,,,いつもお世話になります。,平成,28,10,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
241,2927,,品番：ＬＭ90200 ⇒ 納期回答お願いします。,(株)扇港電機,関東電材営業部,平田,,井上,,,3,,,,,1課　在庫,,平成,28,10,17,043-257-4530,,課長,,,,,,,,,,,,,,,,,千葉県千葉市花見川区作新台4-13-12,,262-0045
242,2928,,至急手配 ＆ 納期回答お願いします。,パナソニックエコソリューションズ電路㈱,電設盤事業推進ｸﾞﾙｰﾌﾟ　電設盤生産管理ﾁｰﾑ,柴田,,井上,,,2,,,,,1課　5116　六本木ヒルズ　森タワー　39Ｆ,いつも大変お世話になっております。,平成,28,11,21,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
243,2929,,12月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,小川,,茂木,,,3,,,,,,いつもお世話になります。,平成,28,12,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
244,2930,,ロイヤルホームセンター千葉みなと店,ブロアム電気,,黒田,,松藤,,,5,,,,,,御世話になります。,平成,28,12,9,043-309-8073,,健ニ,,,,,,,,,,,,,,,,,,,
245,2931,,警視庁西新井警察ほか表示設備改修工事,(株)タカノスマイル,足立営業所,安本,,松藤,,,2,,,,,,御世話になります。,平成,28,12,13,03-3856-1486,,,,,,,,,,,,,,,,,,,,,
246,2933,,フル２線設定見積もり,パナソニック株式会社エコソリューションズ社,首都圏電材営業所,上田,,松藤,,,2,■,,,,,御世話になっております。,平成,29,1,11,03-6218-1411,,瑞貴,,,,,,,,,,,,,,,,,,,
247,2934,,新富久ビル　照明制御追加調整お見積り,小島電機工業(株),世田谷営業所,菅原,,勅使河原,,,,,,,,,毎度お世話になります。(有)零電社　勅使河原です。,平成,29,1,16,03-3439-6252,,,,,,,,,,,,,,,,,,,東京都世田谷区弦巻4-34-23,,154-0016
248,2935,,制作依頼（晴海トリトンZ棟）,ソウブ電商（株）,,三島,,花田,,,2,,,,,,お世話になっております。,平成,29,1,23,0489-56-3803,,,,,,,,,,,,,,,,,,,埼玉県三郷市戸ケ崎２－７８４,,341-0044
249,2936,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,2,,,,,,毎度お世話になっております。,平成,29,1,31,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
250,2937,,1月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,5,,,,,,いつもお世話になります。,平成,29,1,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
251,2938,,1月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,29,1,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
252,2939,,1月度　総括請求書　差替えのお願い,パナソニックＥＳエンジニアリング㈱,経営管理部,大江,,茂木,,,2,,,,,,お世話になっております。,平成,29,2,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
253,2940,,菅生小学校　照明制御,杉本電機産業(株),多摩営業所,猪狩,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,29,2,16,044-977-0450,,,,,,,,,,,,,,,,,,,神奈川県川崎市宮前区水沢3-1-19,,216-0012
254,2941,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,2,,,,,,毎度お世話になっております。,平成,29,2,20,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
255,2942,,3月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,5,,,,,,いつもお世話になります。,平成,29,3,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
256,2943,,2月度　合計請求明細書,ミツワ電機 株式会社,業務管理部　会計ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,お世話になっております。,平成,29,3,1,03-3862-1186,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　本館2F,,103-0004
257,2944,,2月度　総括請求書,パナソニックＥＳエンジニアリング㈱,経営管理部,大江,,茂木,,,2,,,,,,お世話になっております。,平成,29,3,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
258,2945,,北区立昭和町区民センター 御見積書,田中商事株式会社,王子営業所,斉藤,,松藤,,,3,■,,,,,お世話になっております。零電社　松藤です。,平成,29,3,1,03-5959-3245,,,,,,,,,,,,,,,,,,,,,
259,2946,,北区立昭和町区民センター 御見積書,田中商事株式会社,王子営業所,斉藤,,山下,,,2,■,,,,,お世話になっております。零電社　山下です。,平成,29,3,9,03-5959-3245,,,,,,,,,,,,,,,,,,,,,
260,2948,,部材発送のお知らせ,（株）関電工,東関東営業本部　千葉支社　松戸内線営業所（浦安事務所）,佐藤,,井上,,,2,,,,,件名:TDS CEP,お世話になっております。,平成,29,3,13,047-381-9730,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
261,2949,,手配と納期回答をお願いします。,パナソニックエコソリューションズ電路㈱,電設盤事業推進ｸﾞﾙｰﾌﾟ　電設盤生産管理ﾁｰﾑ,柴田,,井上,,,3,,,,,１課　在庫,いつも大変お世話になっております。,平成,29,3,22,0561-54-7620,,,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３,,488-0012
262,2950,,御見積書送付,パナソニック電材システム株式会社,東京中央営業所,渡部,,松藤,,,2,,,,,,御世話になっています。,平成,29,4,3,03-5608-7193,,主事,,,,,,,,,,,,,,,,,,,
263,2951,,右田病院　照明制御,株式会社エイト,,戸出,,花田,,,1,,,,,,資料を確認しました。,平成,29,4,3,042-633-9123,,,,,,,,,,,,,,,,,,,,,
264,2952,,某六本木マンション,パナソニック㈱エコソリューションズ社,東京中央電材営業所,坂井,,壁谷,,,2,,,,,,お世話になっております。,平成,29,4,7,03-6218-1401,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
265,2953,,総括請求書,パナソニック電材システム㈱,経理部　債権管理課,田島,,茂木,,,2,,,,,,いつもお世話になっております。,平成,29,4,20,03-3621-1225,,,,,,,,,,,,,,,,,,,東京都墨田区太平１－２６－２,,130-0012
266,2954,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,2,,,,,,毎度お世話になっております。,平成,29,4,24,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
267,2955,,4月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,29,4,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
268,2956,,4月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,29,4,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
269,2957,,【No.49692】納期回答をお願い致します。,パナソニックエコソリューションズ電路㈱,電設盤事業推進ｸﾞﾙｰﾌﾟ　電設盤生産管理ﾁｰﾑ,柴田,,井上,,,2,,,,,,いつも大変お世話になっております。,平成,29,5,8,0561-54-7620,,,,,,,,,,,,,,,,,,,東京都港区芝４－８－２,,108-6290
270,2958,,見積依頼,ソウブ電商（株）,,三島,,花田,,,2,,,,,,お世話になっております。,平成,28,5,8,0489-56-3803,,,,,,,,,,,,,,,,,,,埼玉県三郷市戸ケ崎２－７８４,,341-0044
271,2960,,【No.49700～49705】御見積返答をお願い致します。,パナソニックエコソリューションズ電路㈱,電設盤事業推進ｸﾞﾙｰﾌﾟ　電設盤生産管理ﾁｰﾑ,柴田,,井上,,,7,,■,■,,,いつも大変お世話になっております。,平成,29,5,15,0561-54-7620,,,,,,,,,,,,,,,,,,,東京都港区芝４－８－２,,108-6290
272,2961,,御見積書送付,株式会社松尾商行,旭営業所,土居,,松藤,,,2,,,,,,御世話になっています。,平成,29,5,15,045-364-0010,,,,,,,,,,,,,,,,,,,,,
273,2962,,見積依頼,(株)扇港電機,関東電材営業部,平田,,井上,,,4,,,■,,,いつも大変お世話になっております。,平成,29,5,16,043-257-4530,,課長,,,,,,,,,,,,,,,,,千葉県千葉市花見川区作新台4-13-12,,262-0045
274,2963,,お振込先,ヤマト電機㈱,,赤池,,茂木,,,1,,,,,,お世話になっております。,平成,29,5,24,03-3970-6430,,,,,,,,,,,,,,,,,,,,,
275,2964,,5月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,29,5,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
276,2965,,ｶﾝﾀｯﾁﾌﾞﾚｰｶE付ｻｰﾋﾞｽ松盤会社現場改造講習会,パナソニックエコソリューションズ電路㈱,電設盤事業推進部　電設盤件名推進課,岡田,,木村,,,2,■,,,,,いつも大変お世話になっております。,平成,29,6,5,0561-51-4990,,課長,,,,,,,,,,,,,,,,,愛知県尾張旭市三郷町角田１１２３番地,,488-0012
277,2966,,【AHJ3821(HJ2-SFD 端子台)】について,パナソニックエコソリューションズ電路㈱,電設盤事業推進ｸﾞﾙｰﾌﾟ　電設盤生産管理ﾁｰﾑ,柴田,,井上,,,1,,,,,,いつも大変お世話になっております。（有）零電社　井上です。,平成,29,6,8,0561-52-5130,,,,,,,,,,,,,,,,,,,東京都港区芝４－８－２,,108-6290
278,2967,,見積依頼,(株)扇港電機,関東電材営業部,平田,,井上,,,5,,,■,,件名なし,いつも大変お世話になっております。,平成,29,6,13,043-257-4530,,課長,,,,,,,,,,,,,,,,,千葉県千葉市花見川区作新台4-13-12,,262-0045
279,2968,,見積依頼,㈱タカノスマイル,松戸営業所,国分,,井上,,,5,,,■,,件名なし,いつも大変お世話になっております。,平成,29,6,13,047-364-2132,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
280,2969,,ＮＴＡ日本橋ビル　１Ｆ点滅変更工事,小島電機工業株式会社,杉並営業所,東,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,30,2,20,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
281,2970,,「配送料金見直しの御見積書」の件について,ヤマト運輸（株）,船橋主管支店　松戸三ヶ月センター,花島,,井上,,,2,,,,,,いつもお世話になっております。,平成,29,6,22,047-348-9050,,,,,,,,,,,,,,,,,,,,,
282,2971,,Ａプロジェクト　建築・設備工事,パナソニック株式会社エコソリューションズ社,東京中央電材営業所,坂井,,松藤,,,2,,,,,,いつもお世話になっております。,平成,29,6,23,03-6218-1401,,,,,,,,,,,,,,,,,,,,,
283,2972,,制作依頼,ソウブ電商（株）,,三島,,花田,,,2,,,,,,お世話になっております。,平成,28,6,23,0489-56-3803,,,,,,,,,,,,,,,,,,,埼玉県三郷市戸ケ崎２－７８４,,341-0044
284,2973,,6月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,29,6,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
285,2974,,6月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,29,6,30,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
286,2975,,6月度　合計請求明細書　差替えのお願い,ミツワ電機 株式会社,業務管理部　会計ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,お世話になっております。,平成,29,7,3,03-3862-1186,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　本館2F,,103-0004
287,2976,,リモコンリレー設定御見積りの件,パナソニック（株）エコソリューションズ社,多摩営業所,吉川,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,29,7,25,042-537-6671,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　本館2F,,103-0004
288,2977,,リモコンリレー設定御見積りの件,パナソニック（株）エコソリューションズ社,多摩営業所,吉川,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,29,7,25,042-537-6671,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　本館2F,,103-0004
289,2978,,振込口座の件,杉本電機産業(株),立川営業所,中野,,茂木,,,1,,,,,,お世話になっております。,平成,29,7,27,042-548-1760,,,,,,,,,,,,,,,,,,,東京都立川市高松町1-17-26,,190-0011
290,2997,,7月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,29,7,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
291,2998,,ＮＴＡ日本橋ビル,小島電機工業株式会社,杉並営業所,東,,壁谷,,,3,,,,,,お世話になっております。零電社　壁谷です。,平成,29,7,31,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
292,2999,,日野税務署　フル２線設定見積りの件,パナソニック株式会社エコソリューションズ社,東京中央電材営業所,永戸,,山下,,,2,■,,,,,お世話になっております。零電社　山下です。,平成,29,7,31,03-6218-1401,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,パナソニック東京汐留ビル20F,105-8301
293,3000,,西日本トランクルーム　フル２線設定見積りの件,パナソニック株式会社エコソリューションズ社,横浜電材営業所,遠藤課長,,山下,,,2,■,,,,,お世話になっております。零電社　山下です。,平成,29,8,28,045-522-1009,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,パナソニック東京汐留ビル20F,105-8301
294,3001,,見積り依頼,ソウブ電商（株）,,田所,,勅使河原,,,2,,,,,,お世話になっております。,平成,29,8,30,0489-56-3803,,,,,,,,,,,,,,,,,,,埼玉県三郷市戸ケ崎２－７８４,,341-0044
295,3002,,8月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,29,8,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
296,3024,,8月度　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,大江,,茂木,,,2,,,,,,お世話になっております。,平成,29,9,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
297,3035,,ニトリモール作業届け,株式会社ニトリホールディングス,店舗開発部　ニトリモール相模原,豊川,,勅使河原,,,2,,,,,,毎度お世話になります。勅使河原です。,平成,29,9,1,042-704-5820,,館長,,,,,,,,,,,,,,,,,,,
