,Ｎo．,番号,タイトル,相手先会社名,相手先所属,相手先担当者,送信元会社名,送信元担当者,送信元電話,送信元FAX,合計枚数,検討,電話待,FAX待,予備,予備メモ,メモ,年号,年,月,日,相手先ＦＡＸ番号,ＭＩＣ,役職,作業者名１,作業者名２,作業者名３,作業者名４,作業者名５,作業者名６,作業者名７,作業者名８,作業者名９,作業者名１０,作業者名１１,作業者名１２,作業者名１３,作業車１,作業車２,作業車３,住所１,住所２,郵便番号
390,3132,,中山SCリニューアル工事に伴うタイマ設定修正,パナソニック㈱エコソリューションズ社,多摩電材営業所,平林,,松藤,,,2,■,,,,,御世話になっております。,平成,31,2,18,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
391,3133,,中山SCリニューアル工事に伴うタイマ設定修正,パナソニック㈱エコソリューションズ社,多摩電材営業所,平林,,松藤,,,2,■,,,,,御世話になっております。,平成,31,2,19,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
392,3134,,2月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,31,2,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
393,3135,,2月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,31,2,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
394,3136,,№20441　ご請求書,ミツワ電機㈱,,サカイ,,茂木,,,2,,,,,,お世話になっております。,平成,31,3,1,03-3862-1186,,,,,,,,,,,,,,,,,,,,,
395,3137,,【納品書】請求明細 差し替えのお願い,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,井上,,,2,,,,,,いつも大変お世話になっております。,平成,31,3,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
396,3138,,3月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,31,3,29,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
397,3139,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,31,4,26,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
398,3140,,恵比寿ビル,小島電機工業株式会社,杉並営業所,東,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,31,4,5,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
399,3141,,タカノフェア　見積依頼,㈱タカノスマイル,松戸営業所,国分,,壁谷,,,2,,,,,,お世話になります。零電社　壁谷です。,平成,31,4,11,047-364-2132,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
400,3142,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,31,4,26,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
401,3143,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,31,4,26,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
402,3144,,ＭＪＳ本社ビル　不具合調査の件,小島電機工業(株),杉並営業所,東,,松藤,,,3,,,,,,御世話になっております。,平成,31,4,26,03-3335-4959,,,,,,,,,,,,,,,,,,,東京都杉並区松庵2-15-5,,167-0054
403,3145,,名称板製作依頼,梅崎機械彫刻所,,梅崎,,木村,,,3,,,,,,毎度お世話になっております。,令和,1,5,7,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
404,3146,,ヒルトン東京ベイ,パナソニック㈱エコソリューションズ社,多摩電材営業所　営業２課,平林,,勅使河原,,,2,,,,,,お世話になっております。零電社　勅使河原です。,令和,1,5,24,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
405,3147,,リモコンスイッチ設定,新明電材株式会社,八王子営業所,堀井,,壁谷,,,3,,,,,,お世話になります。零電社　壁谷です。,令和,1,5,30,042-645-5700,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
406,3148,,5月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,5,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
407,3149,,5月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,1,5,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
408,3150,,国立天文台 フル２線設定,パナソニック㈱ライフソリューションズ社,多摩電材営業所　営業２課,伊藤,,勅使河原,,,2,,,,,,お世話になっております。零電社　勅使河原です。,令和,1,6,22,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
409,3151,,東京日産自動車 荒川店　フル２線調整依頼,ヤマト電機株式会社,横浜営業所,笹倉,,壁谷,,,2,,,,,,お世話になります。零電社　壁谷です。,令和,1,6,22,045-316-6196,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
410,3152,,6月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,6,,,,,,いつもお世話になります。,令和,1,6,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
411,3153,,6月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,6,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
412,3154,,国立天文台 フル２線設定,パナソニック㈱ライフソリューションズ社,多摩電材営業所　営業２課,伊藤,,勅使河原,,,2,,,,,,お世話になっております。零電社　勅使河原です。,令和,1,6,22,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
413,3155,,東京サマーランド,パナソニック㈱ライフソリューションズ社,多摩電材営業所　,川東,,勅使河原,,,2,,,,,,お世話になっております。零電社　勅使河原です。,令和,1,7,9,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
414,3156,,恵比寿ビル,小島電機工業株式会社,杉並営業所,東,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,令和,1,7,10,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
415,3157,,7月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,7,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
416,3158,,7月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,令和,1,7,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
417,3159,,300049　丸の内二丁目ビル　ご請求書,東和ライティング（株）,,鈴木,,茂木,,,4,,,,,,いつもお世話になっております。,令和,1,8,1,03-3422-1198,,,,,,,,,,,,,,,,,,,東京都世田谷区代田１－３０－１４,,155-0033
418,3160,,恵比寿ビル,小島電機工業株式会社,杉並営業所,東,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,令和,1,8,2,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
419,3161,,7月分　総括請求書　差替えのお願い,パナソニックLSエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,令和,1,8,5,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
420,3162,,プログラムタイマー設定,ミツワ電機株式会社,市販営業部　東京第一営業所,稲垣,,壁谷,,,1,,,,,,お世話になります。零電社　壁谷です。,令和,1,8,21,03-6852-8207,,,,,,,,,,,,,,,,,,,,,
421,3163,,プログラムタイマー設定,ミツワ電機株式会社,市販営業部　東京第一営業所,稲垣,,松藤,,,2,,,,,,お世話になっております。,令和,1,8,30,03-6852-8207,,,,,,,,,,,,,,,,,,,,,
422,3164,,8月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,8,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
423,3165,,8月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,8,30,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
424,3166,,8月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,令和,1,9,2,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
425,3167,,ベイシア高萩モール,ミツワ電機株式会社,市販営業本部　東京第1営業所,互,,壁谷,,,1,,,,,,お世話になります。零電社　壁谷です。,令和,1,9,11,03-6852-8207,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2丁目26-3　,ﾐﾂﾜ電機㈱本館　8階,103-0004
426,3169,,9月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,9,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
427,3170,,9月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,令和,1,10,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
428,3171,,10月度　合計請求明細書,ニシムラ（株）,本社,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になっております。,令和,1,10,16,075-662-6577,,,,,,,,,,,,,,,,,,,京都府京都市南区上鳥羽角田町32,,601-8104
429,3172,,パナソニック電材システム（株）,パナソニック電材システム（株）,東京営業所,但木,,壁谷,,,2,,,,,,お世話になります。零電社　壁谷です。,令和,1,10,24,03-3621-1222,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
430,3173,,10月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,10,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
431,3174,,11月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,1,11,29,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
432,3175,,振込口座の件,新明電材株式会社,八王子営業所,佐伯,,茂木,,,1,,,,,,お世話になっております。,令和,1,12,3,042-645-5700,,,,,,,,,,,,,,,,,,,,,
433,3176,,※至急※　納期日　必ず回答してください！,㈱扇港電機,関東電材営業部　東都営業所,山口,,井上,,,4,,■,■,,,お世話になっております。,令和,1,12,4,047-429-7801,,,,,,,,,,,,,,,,,,,千葉県船橋市藤原3-36-45,,273-0047
434,3177,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,井上,,,1,,,,,,毎度お世話になっております。,令和,1,12,5,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
435,3178,,合計請求明細書,パナソニック(株)LS社,,キシガワ,,茂木,,,2,,,,,,お世話になっております。,令和,1,12,16,03-6218-1036,,,,,,,,,,,,,,,,,,,,,
436,3179,,※※至急※※見積依頼書 No.4255,㈱扇港電機,関東電材営業部　東都営業所,山口,,井上,,,2,,,,,,いつも大変お世話になっております。,令和,1,12,17,047-429-7801,,,,,,,,,,,,,,,,,,,千葉県船橋市藤原3-36-45,,273-0047
437,3180,,12月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,1,12,27,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
438,3181,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,茂木,,,2,,,,,,毎度お世話になっております。,令和,2,1,10,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
439,3182,,1月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,2,1,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
440,3183,,2月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,令和,2,2,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
441,3184,,3月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,2,3,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
442,3185,,3月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,令和,2,4,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
443,3187,,老人保健施設　花水木,ミツワ電機株式会社,特機第二営業部　第三営業所,湊,,松藤,,,2,,,,,,御世話になっております。,令和,2,5,25,03-6858-6010,,主任,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　4F,,103-0004
444,3188,,小田原駅東口　照明制御,(株)関電工,神奈川支店,吉澤,,松藤,,,8,,,,,,(株)関電工吉澤様,令和,2,5,27,0465-46-6491,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　4F,,103-0004
445,3189,,日銀府中の件,東和ライティング㈱,営業部,杉山,,勅使河原,,,2,,,,,,毎度お世話になっております。(有)零電社  勅使河原です。,令和,2,5,26,03-3422-3389,,,,,,,,,,,,,,,,,,,東京都世田谷区代田1-30-14,,155-0033
446,3190,,【事後見積書】４件名分　送付,パナソニックLSエンジニアリング㈱,東京本部　ﾋﾞﾙｼｽﾃﾑ事業統括部　,篠原,,井上,,,,,,,,,いつも大変お世話になっております。,令和,2,5,26,03-5564-6216,,課長,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
447,3191,,ドレッセ目黒インプレスタワー,トシン電機株式会社,戸塚営業所,桐生,,松藤,,,2,■,,,,,トシン電機(株),令和,2,5,26,045-822-1261,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　4F,,103-0004
448,3192,,小田原駅東口　照明制御,(株)関電工,神奈川支店,吉澤,,松藤,,,3,,,,,,(株)関電工吉澤様,令和,2,5,27,0465-46-6491,,,,,,,,,,,,,,,,,,,東京都中央区東日本橋2-26-3　4F,,103-0004
449,3193,,5月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,2,5,29,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
450,3194,,6月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,2,6,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
451,3195,,7月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,2,7,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
452,3196,,PMO浜松町Ⅱ,四電工,,清家,,勅使河原,,,,,,,,,,令和,2,8,5,,,,,,,,,,,,,,,,,,,,,,
453,3197,,8月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,2,9,1,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
454,3198,,9月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,2,9,30,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
455,3199,,10月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,2,10,30,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
456,3200,,振込口座の件,パナソニック（株）ライフリューションズ社,ライティング機器ＢＵ,山田,,茂木,,,1,,,,,,お世話になっております。,令和,2,11,13,03-6218-1036,,,,,,,,,,,,,,,,,,,,,
457,3201,200160,埼玉石心会病院　ご請求書,ﾊﾟﾅｿﾆｯｸ㈱ﾗｲﾌｿﾘｭｰｼｮﾝｽﾞ社,品質保証部　非住宅品質保証ｸﾞﾙｰﾌﾟ　東部市場技術課,山田　,,茂木,,,2,,,,,,お世話になっております。,令和,2,11,26,03-6218-1036,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
458,3202,,11月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,2,11,30,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
459,3203,,12月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,2,12,28,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
460,3204,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,茂木,,,2,,,,,,毎度お世話になっております。,令和,3,1,12,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
461,3205,,田園調布　南邸様　照明制御システム不具合対応　お見積り,ヤマト電機㈱,武蔵野営業所,佐藤,,,,,2,■,,,,,毎度お世話になっております。(有)零電社  勅使河原です。,令和,3,2,3,0422-55-6213,,,,,,,,,,,,,,,,,,,東京都大田区池上４－１５－１６,,146-0082
462,3206,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,茂木,,,3,,,,,,毎度お世話になっております。,令和,3,2,16,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
463,3207,,石塚名刺,ヤマト電機(株),武蔵野営業所,佐藤　,,茂木,,,1,,,,,,いつもお世話になっております。,令和,3,2,24,0422-55-6213,,,,,,,,,,,,,,,,,,,東京都武蔵野市西久保3-26-5,,180-0013
464,3208,,2月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,3,2,26,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
465,3209,,1月分　総括請求書　,パナソニックLSエンジニアリング㈱,経営管理部　東部経営管理課,青木,,茂木,,,2,,,,,,お世話になっております。,令和,4,2,1,03-3575-7050,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,ﾊﾟﾅｿﾆｯｸ東京汐留ﾋﾞﾙ23階　,105-8301
466,3210,,新宿センタービル52階,千代田電機産業(株),,小林,,松藤,,,2,,,,,,お世話になっております。,令和,3,3,12,03-6423-1028,,専務,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
467,3211,,3月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,3,3,31,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
468,3212,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,3,4,28,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
469,3214,,6月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,3,7,1,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
470,3215,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,井上,,,5,,,■,,,毎度お世話になっております。,令和,3,7,8,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
471,3216,,7月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,3,7,30,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
472,3217,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,茂木,,,5,,,■,,,毎度お世話になっております。,令和,3,8,31,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
473,3218,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,,,,5,,,■,,,毎度お世話になっております。,令和,3,9,24,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
474,3219,,,有限会社　零電社,事務,茂木,,,,,,,,,,,,,,,,047-347-8324,,主任,,,,,,,,,,,,,,,,,千葉県松戸市馬橋,1987-1,271-0051
475,3220,,10月末〆合計明細書,パナソニック㈱エレクトリックワークス社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,3,10,29,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
476,3221,,11月末〆合計明細書,パナソニック㈱エレクトリックワークス社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,3,11,30,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
477,3222,,12月末〆合計明細書,パナソニック㈱エレクトリックワークス社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,3,12,28,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
478,3223,,杉並区個人邸様 リモコンスイッチ交換に伴う設定 御見積書,小島電機工業株式会社,杉並営業所,東,,松藤,,,2,■,,,,,お世話になっております。,令和,4,1,14,03-3335-4959,,,,,,,,,,,,,,,,,,,,,
479,3224,,2月末〆合計明細書,パナソニック㈱エレクトリックワークス社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,令和,4,2,28,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
480,3225,,2月分　総括請求書　,パナソニックLSエンジニアリング㈱,経営管理部　東部経営管理課,青木,,茂木,,,2,,,,,,お世話になっております。,令和,4,3,1,03-3575-7050,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,ﾊﾟﾅｿﾆｯｸ東京汐留ﾋﾞﾙ23階　,105-8301
481,3226,,3月末〆合計明細書,パナソニック㈱エレクトリックワークス社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,令和,4,3,31,03-3436-1554,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
482,3227,,ご請求書　再発行分,ミツワ電機(株),業務管理部,市山,,茂木,,,2,,,,,,お世話になっております。,令和,4,4,1,03-3862-1186,,,,,,,,,,,,,,,,,,,,,
